"","Year","DOY","Port.1Soil.Resp.um.co2.m2.s","Port.1VWC","Port.1Soil.Temp.deg.C","Port.2soil.respum.co2.m2.s","Port.2VWC","Port.2Soil.Temp.deg.C","Port.3soil.respum.co2.m2.s","Port.3VWC","Port.3Soil.Temp.deg.C","Port.4Soil.Resp.um.co2.m2.s","Por4VWC","Port.4Soil.Temp.deg.C","Port.5soil.respum.co2.m2.s","Port.5VWC","Port.5Soil.Temp.deg.C","Port.6soil.respum.co2.m2.s","Port.6VWC","Port.6Soil.Temp.deg.C","Port.7soil.respum.co2.m2.s","Port.7VWC","Port.7Soil.Temp.deg.C","date"
"6213",17,263.05,NA,0.047981,21.2,1.22,0.055625,21.7,1.24,NA,NA,0.8,0.065248,23.02,0.93,0.067066,21.54,0.45,0.047475,21.22,0.25,0.090122,22.86,2017-09-20
"6214",17,263.1,NA,0.047627,20.42,1.24,0.055475,21.08,1.22,0.064164,21.18,0.8,0.065198,22.36,0.94,0.066526,20.94,0.47,0.046665,20.5,0.25,0.089792,22.2,2017-09-20
"6215",17,263.1,NA,0.047627,20.42,1.24,0.055475,21.08,1.22,0.064164,21.18,0.8,0.065198,22.36,0.94,0.066526,20.94,0.47,0.046665,20.5,0.25,0.089792,22.2,2017-09-20
"6216",17,263.14,NA,0.047121,19.9,1.19,0.054625,20.46,1.13,0.06372,20.5,0.76,0.064509,21.86,0.97,0.065838,20.3,0.56,0.046411,19.9,0.35,NA,NA,2017-09-20
"6217",17,263.14,NA,0.047121,19.9,1.19,0.054625,20.46,1.13,0.06372,20.5,0.76,0.064509,21.86,0.97,0.065838,20.3,0.56,0.046411,19.9,0.35,NA,NA,2017-09-20
"6218",17,263.18,NA,0.046867,19.46,1.23,0.054525,19.94,1.13,NA,NA,0.71,0.063967,21.38,0.96,0.065739,19.8,0.44,0.046259,19.34,0.3,NA,NA,2017-09-20
"6219",17,263.18,NA,0.046867,19.46,1.23,0.054525,19.94,1.13,NA,NA,0.71,0.063967,21.38,0.96,0.065739,19.8,0.44,0.046259,19.34,0.3,NA,NA,2017-09-20
"6220",17,263.22,NA,0.046715,19.06,1.19,0.054374,19.62,1.15,0.062732,19.7,0.6,0.063967,20.92,1.06,0.065592,19.44,0.39,0.046208,18.9,0.43,0.088515,20.8,2017-09-20
"6221",17,263.22,NA,0.046715,19.06,1.19,0.054374,19.62,1.15,0.062732,19.7,0.6,0.063967,20.92,1.06,0.065592,19.44,0.39,0.046208,18.9,0.43,0.088515,20.8,2017-09-20
"6222",17,263.26,NA,0.046715,18.6,1.16,0.053873,19.2,1.17,0.062732,19.2,0.7,0.063819,20.5,0.97,0.065198,19.02,0.42,0.046208,18.4,0.32,0.088562,20.4,2017-09-20
"6223",17,263.26,NA,0.046715,18.6,1.16,0.053873,19.2,1.17,0.062732,19.2,0.7,0.063819,20.5,0.97,0.065198,19.02,0.42,0.046208,18.4,0.32,0.088562,20.4,2017-09-20
"6224",17,263.3,NA,0.046817,18.92,1.24,0.054174,19.26,1.25,0.062979,19.6,0.64,0.063868,20.44,0.97,0.065248,19,0.57,0.046208,18.4,0.57,NA,NA,2017-09-20
"6225",17,263.3,NA,0.046817,18.92,1.24,0.054174,19.26,1.25,0.062979,19.6,0.64,0.063868,20.44,0.97,0.065248,19,0.57,0.046208,18.4,0.57,NA,NA,2017-09-20
"6226",17,263.35,NA,0.049245,21.34,1.23,0.055025,20.1,1.49,NA,NA,0.95,0.065149,21.6,0.98,0.065936,19.9,0.64,0.047627,20.1,0.65,NA,NA,2017-09-20
"6227",17,263.35,NA,0.049245,21.34,1.23,0.055025,20.1,1.49,NA,NA,0.95,0.065149,21.6,0.98,0.065936,19.9,0.64,0.047627,20.1,0.65,NA,NA,2017-09-20
"6228",17,263.39,0.45,0.052619,25.02,1.23,0.056774,21.92,1.51,0.070393,27.38,1.18,0.068536,25.2,1,0.068193,22.12,0.7,0.051312,24.48,0.68,0.095713,26.66,2017-09-20
"6229",17,263.39,0.45,0.052619,25.02,1.23,0.056774,21.92,1.51,0.070393,27.38,1.18,0.068536,25.2,1,0.068193,22.12,0.7,0.051312,24.48,0.68,0.095713,26.66,2017-09-20
"6230",17,263.43,0.49,0.058368,32.44,1.22,0.060058,26.16,1.48,0.075835,33.86,1.17,0.074237,31.22,1.08,0.071466,25.28,0.75,0.056923,31.06,0.56,0.10134,31.48,2017-09-20
"6231",17,263.43,0.49,0.058368,32.44,1.22,0.060058,26.16,1.48,0.075835,33.86,1.17,0.074237,31.22,1.08,0.071466,25.28,0.75,0.056923,31.06,0.56,0.10134,31.48,2017-09-20
"6232",17,263.47,0.58,0.064312,NA,1.27,0.065248,31.98,1.63,0.080412,39.8,1.29,0.078152,35.22,1.06,0.07506,29.76,0.85,0.061446,36.58,0.95,0.106,35.82,2017-09-20
"6233",17,263.47,0.58,0.064312,NA,1.27,0.065248,31.98,1.63,0.080412,39.8,1.29,0.078152,35.22,1.06,0.07506,29.76,0.85,0.061446,36.58,0.95,0.106,35.82,2017-09-20
"6234",17,263.51,0.48,0.064213,NA,1.28,0.069612,36.06,1.56,0.081706,41.44,1.28,0.079836,37.38,1.11,0.077959,32.66,0.79,0.062634,38.48,0.72,0.10861,38.1,2017-09-20
"6235",17,263.51,0.48,0.064213,NA,1.28,0.069612,36.06,1.56,0.081706,41.44,1.28,0.079836,37.38,1.11,0.077959,32.66,0.79,0.062634,38.48,0.72,0.10861,38.1,2017-09-20
"6236",17,263.55,0.64,0.06682,NA,1.37,0.074043,NA,1.65,0.08581,46.64,1.33,0.084144,NA,1.19,0.084144,NA,0.84,0.064213,NA,0.67,0.11021,40.06,2017-09-20
"6237",17,263.55,0.64,0.06682,NA,1.37,0.074043,NA,1.65,0.08581,46.64,1.33,0.084144,NA,1.19,0.084144,NA,0.84,0.064213,NA,0.67,0.11021,40.06,2017-09-20
"6238",17,263.6,1.05,0.066428,NA,1.41,0.074721,NA,1.69,0.084668,45.8,1.25,0.085573,NA,1.18,0.086903,NA,0.84,0.064312,NA,0.51,0.11148,41.12,2017-09-20
"6239",17,263.6,1.05,0.066428,NA,1.41,0.074721,NA,1.69,0.084668,45.8,1.25,0.085573,NA,1.18,0.086903,NA,0.84,0.064312,NA,0.51,0.11148,41.12,2017-09-20
"6240",17,263.64,1.05,0.062485,NA,1.56,0.073169,NA,1.81,0.08252,43.48,1.17,0.085525,NA,1.28,0.086761,NA,0.87,0.063276,NA,0.44,0.11134,41.58,2017-09-20
"6241",17,263.64,1.05,0.062485,NA,1.56,0.073169,NA,1.81,0.08252,43.48,1.17,0.085525,NA,1.28,0.086761,NA,0.87,0.063276,NA,0.44,0.11134,41.58,2017-09-20
"6242",17,263.68,0.67,0.059164,37.56,1.6,0.070101,NA,1.73,0.078055,38.66,1.04,0.082663,NA,1.32,0.082807,NA,0.78,0.060505,39.5,0.47,0.10879,40.06,2017-09-20
"6243",17,263.68,0.67,0.059164,37.56,1.6,0.070101,NA,1.73,0.078055,38.66,1.04,0.082663,NA,1.32,0.082807,NA,0.78,0.060505,39.5,0.47,0.10879,40.06,2017-09-20
"6244",17,263.72,0.7,0.056424,34.04,1.57,0.066084,34.2,1.76,0.074334,34.54,1,0.078104,37.7,1.18,0.07738,34.3,0.65,0.057372,35.74,0.41,0.10476,36.84,2017-09-20
"6245",17,263.72,0.7,0.056424,34.04,1.57,0.066084,34.2,1.76,0.074334,34.54,1,0.078104,37.7,1.18,0.07738,34.3,0.65,0.057372,35.74,0.41,0.10476,36.84,2017-09-20
"6246",17,263.76,0.81,0.054775,31.7,1.5,0.064016,31.8,1.37,0.073023,32.16,1.04,0.075109,34.4,1.17,0.07477,31.8,0.64,0.055175,32.88,0.35,0.10157,34.16,2017-09-20
"6247",17,263.76,0.81,0.054775,31.7,1.5,0.064016,31.8,1.37,0.073023,32.16,1.04,0.075109,34.4,1.17,0.07477,31.8,0.64,0.055175,32.88,0.35,0.10157,34.16,2017-09-20
"6248",17,263.8,NA,0.052267,28.5,1.48,0.061347,28.76,1.33,0.070442,28.98,0.84,0.071661,31.08,1.04,0.073412,28.86,0.59,0.05277,29.5,0.33,NA,NA,2017-09-20
"6249",17,263.8,NA,0.052267,28.5,1.48,0.061347,28.76,1.33,0.070442,28.98,0.84,0.071661,31.08,1.04,0.073412,28.86,0.59,0.05277,29.5,0.33,NA,NA,2017-09-20
"6250",17,263.85,0.61,0.05101,26.6,1.43,0.059512,26.88,1.33,0.068487,26.76,0.96,0.070247,28.98,1.11,NA,NA,0.55,0.050859,27.2,0.27,NA,NA,2017-09-20
"6251",17,263.85,0.61,0.05101,26.6,1.43,0.059512,26.88,1.33,0.068487,26.76,0.96,0.070247,28.98,1.11,NA,NA,0.55,0.050859,27.2,0.27,NA,NA,2017-09-20
"6252",17,263.89,NA,0.0498,25.06,1.39,0.058319,25.4,1.38,0.067409,25.28,0.76,0.068977,27.42,1.01,0.070589,25.32,0.45,0.050103,25.58,0.32,0.094215,27.18,2017-09-20
"6253",17,263.89,NA,0.0498,25.06,1.39,0.058319,25.4,1.38,0.067409,25.28,0.76,0.068977,27.42,1.01,0.070589,25.32,0.45,0.050103,25.58,0.32,0.094215,27.18,2017-09-20
"6254",17,263.93,0.69,0.049295,23.96,1.35,0.057223,24.36,1.44,0.066428,24.1,0.83,0.067654,26.32,1.02,0.069123,24.2,0.5,0.048992,24.42,0.24,0.092854,25.94,2017-09-20
"6255",17,263.93,0.69,0.049295,23.96,1.35,0.057223,24.36,1.44,0.066428,24.1,0.83,0.067654,26.32,1.02,0.069123,24.2,0.5,0.048992,24.42,0.24,0.092854,25.94,2017-09-20
"6256",17,263.97,NA,0.049245,23.34,1.36,0.056774,23.76,1.38,0.066182,23.6,0.78,0.06736,25.46,1.01,0.068732,23.6,0.4,0.048841,23.72,0.29,0.091913,25.14,2017-09-20
"6257",17,263.97,NA,0.049245,23.34,1.36,0.056774,23.76,1.38,0.066182,23.6,0.78,0.06736,25.46,1.01,0.068732,23.6,0.4,0.048841,23.72,0.29,0.091913,25.14,2017-09-20
"6258",17,264.01,NA,0.048841,22.76,1.34,0.056325,23.16,1.28,NA,NA,0.75,0.066428,24.86,1.09,0.068389,23,0.37,0.048083,22.96,0.31,0.091537,24.56,2017-09-21
"6259",17,264.01,NA,0.048841,22.76,1.34,0.056325,23.16,1.28,NA,NA,0.75,0.066428,24.86,1.09,0.068389,23,0.37,0.048083,22.96,0.31,0.091537,24.56,2017-09-21
"6260",17,264.05,NA,0.048184,22.06,1.31,0.056125,22.38,1.19,NA,NA,0.85,0.066231,24.06,0.97,0.067311,22.22,0.43,0.047526,22.04,0.23,0.090783,23.7,2017-09-21
"6261",17,264.05,NA,0.048184,22.06,1.31,0.056125,22.38,1.19,NA,NA,0.85,0.066231,24.06,0.97,0.067311,22.22,0.43,0.047526,22.04,0.23,0.090783,23.7,2017-09-21
"6262",17,264.1,NA,0.047981,21.38,1.28,0.055475,21.66,1.18,NA,NA,0.93,0.065248,23.38,0.93,0.066771,21.56,0.45,0.047222,21.3,0.28,NA,NA,2017-09-21
"6263",17,264.1,NA,0.047981,21.38,1.28,0.055475,21.66,1.18,NA,NA,0.93,0.065248,23.38,0.93,0.066771,21.56,0.45,0.047222,21.3,0.28,NA,NA,2017-09-21
"6264",17,264.14,0.54,0.047981,21.14,1.29,0.055275,21.32,1.15,0.064213,21.3,0.66,0.065198,22.94,0.93,0.066378,21.24,0.47,0.047019,20.88,0.34,0.089839,22.7,2017-09-21
"6265",17,264.14,0.54,0.047981,21.14,1.29,0.055275,21.32,1.15,0.064213,21.3,0.66,0.065198,22.94,0.93,0.066378,21.24,0.47,0.047019,20.88,0.34,0.089839,22.7,2017-09-21
"6266",17,264.18,NA,0.047981,20.9,1.26,0.055325,21.06,1.14,0.063967,21.1,0.91,0.065198,22.6,0.91,0.066182,20.9,0.49,0.047019,20.58,0.33,0.089744,22.4,2017-09-21
"6267",17,264.18,NA,0.047981,20.9,1.26,0.055325,21.06,1.14,0.063967,21.1,0.91,0.065198,22.6,0.91,0.066182,20.9,0.49,0.047019,20.58,0.33,0.089744,22.4,2017-09-21
"6268",17,264.22,NA,0.047981,20.46,1.15,0.055025,20.64,1.22,0.06372,20.7,0.72,0.064804,22.18,0.95,0.065985,20.6,0.34,0.046512,20.14,0.27,0.089508,22.06,2017-09-21
"6269",17,264.22,NA,0.047981,20.46,1.15,0.055025,20.64,1.22,0.06372,20.7,0.72,0.064804,22.18,0.95,0.065985,20.6,0.34,0.046512,20.14,0.27,0.089508,22.06,2017-09-21
"6270",17,264.26,NA,0.047981,20.12,1.17,0.054775,20.24,1.09,NA,NA,0.77,0.064115,21.76,0.89,0.065641,20.22,0.47,0.046259,19.7,0.28,0.089083,21.66,2017-09-21
"6271",17,264.26,NA,0.047981,20.12,1.17,0.054775,20.24,1.09,NA,NA,0.77,0.064115,21.76,0.89,0.065641,20.22,0.47,0.046259,19.7,0.28,0.089083,21.66,2017-09-21
"6272",17,264.3,NA,0.048083,20.36,1.18,0.054775,20.22,1.16,0.063967,20.7,0.63,0.06441,21.7,0.87,0.065592,20.14,0.61,0.046512,19.7,0.41,NA,NA,2017-09-21
"6273",17,264.3,NA,0.048083,20.36,1.18,0.054775,20.22,1.16,0.063967,20.7,0.63,0.06441,21.7,0.87,0.065592,20.14,0.61,0.046512,19.7,0.41,NA,NA,2017-09-21
"6274",17,264.35,NA,0.04975,22.16,1.14,0.055175,20.82,1.4,0.065936,22.6,0.9,0.065248,22.62,0.91,0.066182,20.72,0.61,0.047728,20.94,0.6,0.09116,23.2,2017-09-21
"6275",17,264.35,NA,0.04975,22.16,1.14,0.055175,20.82,1.4,0.065936,22.6,0.9,0.065248,22.62,0.91,0.066182,20.72,0.61,0.047728,20.94,0.6,0.09116,23.2,2017-09-21
"6276",17,264.39,0.5,0.052569,25.12,1.21,0.056474,21.98,1.45,0.070247,27.5,1.1,0.068389,25.64,1.03,0.068046,22.42,0.68,0.05111,24.7,0.58,0.095619,27.18,2017-09-21
"6277",17,264.39,0.5,0.052569,25.12,1.21,0.056474,21.98,1.45,0.070247,27.5,1.1,0.068389,25.64,1.03,0.068046,22.42,0.68,0.05111,24.7,0.58,0.095619,27.18,2017-09-21
"6278",17,264.43,0.62,0.058169,32.4,1.16,0.05986,25.78,1.41,0.075254,33.72,1.19,0.073897,31.4,1.15,0.071758,25.58,0.68,0.056275,30.78,0.78,0.10088,31.64,2017-09-21
"6279",17,264.43,0.62,0.058169,32.4,1.16,0.05986,25.78,1.41,0.075254,33.72,1.19,0.073897,31.4,1.15,0.071758,25.58,0.68,0.056275,30.78,0.78,0.10088,31.64,2017-09-21
"6280",17,264.47,NA,0.064262,NA,1.23,0.065395,32.12,1.53,0.079836,39.82,1.21,0.0782,36,1.12,0.074721,30.12,0.71,0.061248,36.92,0.58,0.106,36.22,2017-09-21
"6281",17,264.47,NA,0.064262,NA,1.23,0.065395,32.12,1.53,0.079836,39.82,1.21,0.0782,36,1.12,0.074721,30.12,0.71,0.061248,36.92,0.58,0.106,36.22,2017-09-21
"6282",17,264.51,0.98,0.06682,NA,1.32,0.072002,NA,1.53,0.085049,45.38,1.15,0.081993,40.38,1.12,0.078826,34,0.79,0.064262,NA,0.49,NA,NA,2017-09-21
"6283",17,264.51,0.98,0.06682,NA,1.32,0.072002,NA,1.53,0.085049,45.38,1.15,0.081993,40.38,1.12,0.078826,34,0.79,0.064262,NA,0.49,NA,NA,2017-09-21
"6284",17,264.55,0.66,0.067262,NA,1.53,0.07414,NA,1.55,0.087378,NA,1.13,0.08443,NA,1.33,0.083475,NA,0.79,0.064952,NA,0.65,NA,NA,2017-09-21
"6285",17,264.55,0.66,0.067262,NA,1.53,0.07414,NA,1.55,0.087378,NA,1.13,0.08443,NA,1.33,0.083475,NA,0.79,0.064952,NA,0.65,NA,NA,2017-09-21
"6286",17,264.6,2.13,0.065297,NA,1.62,0.0738,NA,1.68,0.086856,47.88,1.11,0.084716,NA,1.2,0.086191,NA,0.79,0.064213,NA,0.59,NA,NA,2017-09-21
"6287",17,264.6,2.13,0.065297,NA,1.62,0.0738,NA,1.68,0.086856,47.88,1.11,0.084716,NA,1.2,0.086191,NA,0.79,0.064213,NA,0.59,NA,NA,2017-09-21
"6288",17,264.64,2.32,0.061298,NA,1.7,0.072002,NA,1.96,0.082472,43.66,1.08,0.083905,NA,1.24,0.085763,NA,0.74,0.063226,NA,0.54,0.11007,41.14,2017-09-21
"6289",17,264.64,2.32,0.061298,NA,1.7,0.072002,NA,1.96,0.082472,43.66,1.08,0.083905,NA,1.24,0.085763,NA,0.74,0.063226,NA,0.54,0.11007,41.14,2017-09-21
"6290",17,264.68,2.24,0.05797,37.28,1.48,0.069612,NA,1.82,0.078055,38.62,0.97,0.081802,NA,1.28,0.08185,NA,0.82,0.060108,NA,0.43,0.10737,39.66,2017-09-21
"6291",17,264.68,2.24,0.05797,37.28,1.48,0.069612,NA,1.82,0.078055,38.62,0.97,0.081802,NA,1.28,0.08185,NA,0.82,0.060108,NA,0.43,0.10737,39.66,2017-09-21
"6292",17,264.72,1.92,0.055475,33.9,1.6,0.065838,34.14,1.91,0.074091,34.3,0.86,0.078055,38.44,1.16,NA,NA,0.65,0.057023,36.3,0.35,NA,NA,2017-09-21
"6293",17,264.72,1.92,0.055475,33.9,1.6,0.065838,34.14,1.91,0.074091,34.3,0.86,0.078055,38.44,1.16,NA,NA,0.65,0.057023,36.3,0.35,NA,NA,2017-09-21
"6294",17,264.76,1.87,0.053322,30.72,1.52,0.062881,30.94,1.41,0.071564,31,0.79,0.074237,34.04,1.19,0.074188,30.9,0.73,0.054024,32.14,0.24,0.10069,33.7,2017-09-21
"6295",17,264.76,1.87,0.053322,30.72,1.52,0.062881,30.94,1.41,0.071564,31,0.79,0.074237,34.04,1.19,0.074188,30.9,0.73,0.054024,32.14,0.24,0.10069,33.7,2017-09-21
"6296",17,264.8,1.6,0.050808,27.8,1.46,0.060653,28.28,1.36,0.069514,28.02,0.8,0.070979,30.74,1.12,0.072294,28,0.47,0.051513,28.9,0.23,0.097114,30.52,2017-09-21
"6297",17,264.8,1.6,0.050808,27.8,1.46,0.060653,28.28,1.36,0.069514,28.02,0.8,0.070979,30.74,1.12,0.072294,28,0.47,0.051513,28.9,0.23,0.097114,30.52,2017-09-21
"6298",17,264.85,1.56,0.049447,25.72,1.42,0.058816,26.28,1.28,0.067409,25.88,0.77,0.069123,28.64,1.12,0.071028,26.04,0.57,0.050103,26.54,0.23,NA,NA,2017-09-21
"6299",17,264.85,1.56,0.049447,25.72,1.42,0.058816,26.28,1.28,0.067409,25.88,0.77,0.069123,28.64,1.12,0.071028,26.04,0.57,0.050103,26.54,0.23,NA,NA,2017-09-21
"6300",17,264.89,1.46,0.048942,24.74,1.43,0.05787,25.08,1.28,0.066673,24.8,0.9,0.067801,27.18,0.97,0.069759,24.84,0.63,0.048942,25.14,0.2,0.093042,26.62,2017-09-21
"6301",17,264.89,1.46,0.048942,24.74,1.43,0.05787,25.08,1.28,0.066673,24.8,0.9,0.067801,27.18,0.97,0.069759,24.84,0.63,0.048942,25.14,0.2,0.093042,26.62,2017-09-21
"6302",17,264.93,1.42,0.048083,23.82,1.33,0.057023,24.18,1.18,0.065838,23.92,0.67,0.066869,26.06,0.96,0.068585,23.92,0.49,0.047981,24.08,0.19,0.091678,25.56,2017-09-21
"6303",17,264.93,1.42,0.048083,23.82,1.33,0.057023,24.18,1.18,0.065838,23.92,0.67,0.066869,26.06,0.96,0.068585,23.92,0.49,0.047981,24.08,0.19,0.091678,25.56,2017-09-21
"6304",17,264.97,1.43,0.04788,22.88,1.25,0.056125,23.26,1.25,0.065198,23,0.7,0.066329,25.06,1.02,0.067556,23.06,0.53,0.047475,22.96,0.16,NA,NA,2017-09-21
"6305",17,264.97,1.43,0.04788,22.88,1.25,0.056125,23.26,1.25,0.065198,23,0.7,0.066329,25.06,1.02,0.067556,23.06,0.53,0.047475,22.96,0.16,NA,NA,2017-09-21
"6306",17,265.01,1.33,0.046969,22.16,1.28,0.055575,22.52,1.2,0.06446,22.2,0.76,0.065198,24.32,0.93,0.066968,22.34,0.4,0.047121,22.12,0.21,NA,NA,2017-09-22
"6307",17,265.01,1.33,0.046969,22.16,1.28,0.055575,22.52,1.2,0.06446,22.2,0.76,0.065198,24.32,0.93,0.066968,22.34,0.4,0.047121,22.12,0.21,NA,NA,2017-09-22
"6308",17,265.05,1.28,0.046715,21.5,1.23,0.054875,21.78,1.14,0.063868,21.62,0.72,0.0651,23.52,0.9,0.066133,21.62,0.48,0.04636,21.34,0.16,NA,NA,2017-09-22
"6309",17,265.05,1.28,0.046715,21.5,1.23,0.054875,21.78,1.14,0.063868,21.62,0.72,0.0651,23.52,0.9,0.066133,21.62,0.48,0.04636,21.34,0.16,NA,NA,2017-09-22
"6310",17,265.1,1.35,0.046715,21.2,1.22,0.054625,21.3,1.12,0.063226,21.1,0.67,0.064361,22.94,0.9,0.065789,21.26,0.52,0.046208,20.8,0.14,0.08913,22.62,2017-09-22
"6311",17,265.1,1.35,0.046715,21.2,1.22,0.054625,21.3,1.12,0.063226,21.1,0.67,0.064361,22.94,0.9,0.065789,21.26,0.52,0.046208,20.8,0.14,0.08913,22.62,2017-09-22
"6312",17,265.14,1.3,0.046715,20.92,1.17,0.054675,21.08,1.13,NA,NA,0.72,0.064016,22.6,0.9,0.065641,21.04,0.47,0.046208,20.58,0.18,0.088941,22.34,2017-09-22
"6313",17,265.14,1.3,0.046715,20.92,1.17,0.054675,21.08,1.13,NA,NA,0.72,0.064016,22.6,0.9,0.065641,21.04,0.47,0.046208,20.58,0.18,0.088941,22.34,2017-09-22
"6314",17,265.18,1.29,0.046715,20.52,1.17,0.054224,20.68,1.11,NA,NA,0.61,0.063967,22.16,0.89,0.065494,20.72,0.49,0.046107,20.2,0.16,0.08861,21.98,2017-09-22
"6315",17,265.18,1.29,0.046715,20.52,1.17,0.054224,20.68,1.11,NA,NA,0.61,0.063967,22.16,0.89,0.065494,20.72,0.49,0.046107,20.2,0.16,0.08861,21.98,2017-09-22
"6316",17,265.22,1.24,0.046462,20.04,1.17,0.054124,20.22,1.04,0.062535,20.14,0.63,0.063671,21.7,0.84,0.065297,20.3,0.46,0.045345,19.64,0.12,NA,NA,2017-09-22
"6317",17,265.22,1.24,0.046462,20.04,1.17,0.054124,20.22,1.04,0.062535,20.14,0.63,0.063671,21.7,0.84,0.065297,20.3,0.46,0.045345,19.64,0.12,NA,NA,2017-09-22
"6318",17,265.26,1.13,0.045701,19.36,1.13,0.053372,19.58,1.03,NA,NA,0.56,0.062831,21.14,0.86,0.064706,19.72,0.5,0.044989,18.86,0.13,0.087852,20.9,2017-09-22
"6319",17,265.26,1.13,0.045701,19.36,1.13,0.053372,19.58,1.03,NA,NA,0.56,0.062831,21.14,0.86,0.064706,19.72,0.5,0.044989,18.86,0.13,0.087852,20.9,2017-09-22
"6320",17,265.3,1.22,0.045853,19.36,1.13,0.053322,19.36,1.15,NA,NA,0.57,0.062732,20.82,1.24,0.064509,19.4,0.47,0.044989,18.6,0.29,NA,NA,2017-09-22
"6321",17,265.3,1.22,0.045853,19.36,1.13,0.053322,19.36,1.15,NA,NA,0.57,0.062732,20.82,1.24,0.064509,19.4,0.47,0.044989,18.6,0.29,NA,NA,2017-09-22
"6322",17,265.35,1.35,0.047627,21.32,1.14,0.053923,20.02,1.2,NA,NA,0.89,0.063967,21.74,1.03,0.065149,20.06,0.59,0.046208,19.92,0.45,0.089366,22.2,2017-09-22
"6323",17,265.35,1.35,0.047627,21.32,1.14,0.053923,20.02,1.2,NA,NA,0.89,0.063967,21.74,1.03,0.065149,20.06,0.59,0.046208,19.92,0.45,0.089366,22.2,2017-09-22
"6324",17,265.39,1.54,0.050153,24.32,1.15,0.055075,21.4,1.33,NA,NA,1.05,0.066526,24.96,0.99,0.066968,21.88,0.63,0.049548,23.96,0.59,0.09384,26.08,2017-09-22
"6325",17,265.39,1.54,0.050153,24.32,1.15,0.055075,21.4,1.33,NA,NA,1.05,0.066526,24.96,0.99,0.066968,21.88,0.63,0.049548,23.96,0.59,0.09384,26.08,2017-09-22
"6326",17,265.43,1.66,0.055025,31.02,1.19,0.05792,24.74,1.41,0.073606,32.76,1.08,0.071758,30.76,1.02,0.070881,25.6,0.62,0.054575,30.1,0.58,NA,NA,2017-09-22
"6327",17,265.43,1.66,0.055025,31.02,1.19,0.05792,24.74,1.41,0.073606,32.76,1.08,0.071758,30.76,1.02,0.070881,25.6,0.62,0.054575,30.1,0.58,NA,NA,2017-09-22
"6328",17,265.47,1.7,0.060058,37.26,1.39,0.062634,30.2,1.57,0.077718,38.4,1.13,0.077043,36.1,1.11,0.073703,29.6,0.73,0.058617,35.58,0.49,0.10301,34.64,2017-09-22
"6329",17,265.47,1.7,0.060058,37.26,1.39,0.062634,30.2,1.57,0.077718,38.4,1.13,0.077043,36.1,1.11,0.073703,29.6,0.73,0.058617,35.58,0.49,0.10301,34.64,2017-09-22
"6330",17,265.51,1.89,0.063276,NA,1.46,0.068193,36.16,1.51,0.082711,44.2,1.13,0.080508,39.7,1.11,0.077477,33.7,0.77,0.061793,NA,0.43,0.10724,38.18,2017-09-22
"6331",17,265.51,1.89,0.063276,NA,1.46,0.068193,36.16,1.51,0.082711,44.2,1.13,0.080508,39.7,1.11,0.077477,33.7,0.77,0.061793,NA,0.43,0.10724,38.18,2017-09-22
"6332",17,265.55,2.28,0.064706,NA,1.35,0.071076,NA,1.59,0.085573,47.72,1.03,0.082281,NA,1.06,0.082902,NA,0.8,0.063029,NA,0.65,0.10875,39.96,2017-09-22
"6333",17,265.55,2.28,0.064706,NA,1.35,0.071076,NA,1.59,0.085573,47.72,1.03,0.082281,NA,1.06,0.082902,NA,0.8,0.063029,NA,0.65,0.10875,39.96,2017-09-22
"6334",17,265.6,2.15,0.063572,NA,1.45,0.071369,NA,1.68,0.084191,46.52,1.03,0.081993,NA,1.15,0.083475,NA,0.81,0.062634,NA,0.49,NA,NA,2017-09-22
"6335",17,265.6,2.15,0.063572,NA,1.45,0.071369,NA,1.68,0.084191,46.52,1.03,0.081993,NA,1.15,0.083475,NA,0.81,0.062634,NA,0.49,NA,NA,2017-09-22
"6336",17,265.64,2.32,0.060703,NA,1.5,0.07093,NA,1.75,0.081754,44,1.09,0.081515,NA,1.27,0.083666,NA,0.78,0.061991,NA,0.43,0.10801,40.28,2017-09-22
"6337",17,265.64,2.32,0.060703,40.28,1.5,0.07093,NA,1.75,0.081754,44,1.09,0.081515,NA,1.27,0.083666,NA,0.78,0.061991,NA,0.43,0.10801,40.28,2017-09-22
"6338",17,265.68,2.39,0.059313,38.72,1.53,0.069808,NA,1.51,0.078441,40.38,0.85,0.080556,41.98,1.24,0.081083,NA,0.92,0.060157,40.8,0.43,0.10714,39.54,2017-09-22
"6339",17,265.68,2.39,0.059313,38.72,1.53,0.069808,NA,1.51,0.078441,40.38,0.85,0.080556,41.98,1.24,0.081083,NA,0.92,0.060157,40.8,0.43,0.10714,39.54,2017-09-22
"6340",17,265.72,2.02,0.054875,33.7,1.45,0.065198,33.76,1.57,0.074188,35.48,0.77,0.075641,36.64,1.14,0.07627,33.9,0.65,0.056674,36.16,0.29,NA,NA,2017-09-22
"6341",17,265.72,2.02,0.054875,33.7,1.45,0.065198,33.76,1.57,0.074188,35.48,0.77,0.075641,36.64,1.14,0.07627,33.9,0.65,0.056674,36.16,0.29,NA,NA,2017-09-22
"6342",17,265.76,1.88,0.052217,30.24,1.48,0.062238,30.38,1.42,0.070832,31.36,0.78,0.072488,32.6,1.16,0.073169,30.34,0.65,0.053221,31.98,0.29,0.098976,32.92,2017-09-22
