Year,DOY,Port 1Soil Resp.um co2/m2/s,Port 1VWC,Port 1Soil Temp.deg C,Port 2soil respum co2/m2/s,Port 2VWC,Port 2Soil Temp.deg C,Port 3soil respum co2/m2/s,Port 3VWC,Port 3Soil Temp.deg C,Port 4Soil Resp.um co2/m2/s,Por4VWC,Port 4Soil Temp.deg C,Port 5soil respum co2/m2/s,Port 5VWC,Port 5Soil Temp.deg C,Port 6soil respum co2/m2/s,Port 6VWC,Port 6Soil Temp.deg C,Port 7soil respum co2/m2/s,Port 7VWC,Port 7Soil Temp.deg C
17,267.22,0.93,0.042647,15.16,0.94,0.050607,15.84,0.87,0.058219,15.98,0.41,0.059611,17.2,0.69,0.062139,15.56,0.44,0.042341,15.12,0.19,NaN,NaN
17,267.22,0.93,0.042647,15.16,0.94,0.050607,15.84,0.87,0.058219,15.98,0.41,0.059611,17.2,0.69,0.062139,15.56,0.44,0.042341,15.12,0.19,NaN,NaN
17,267.26,0.89,0.0428,14.9,0.9,0.050355,15.44,0.8,0.05802,15.6,0.53,0.058866,16.8,0.66,0.061644,15.18,0.37,0.041881,14.7,0.17,0.083666,16.6
17,267.26,0.89,0.0428,14.9,0.9,0.050355,15.44,0.8,0.05802,15.6,0.53,0.058866,16.8,0.66,0.061644,15.18,0.37,0.041881,14.7,0.17,0.083666,16.6
17,267.3,0.93,0.042647,15.2,0.93,0.050254,15.36,0.93,NaN,NaN,0.44,0.058816,16.72,0.66,0.061496,15.02,0.37,0.041881,14.7,0.32,0.083714,16.5
17,267.3,0.93,0.042647,15.2,0.93,0.050254,15.36,0.93,NaN,NaN,0.44,0.058816,16.72,0.66,0.061496,15.02,0.37,0.041881,14.7,0.32,0.083714,16.5
17,267.35,0.96,0.044328,17.4,0.98,0.050556,16.18,0.98,NaN,NaN,0.66,0.060108,17.86,0.71,0.062436,15.76,0.51,0.043004,16.12,0.51,0.085858,18.44
17,267.35,0.96,0.044328,17.4,0.98,0.050556,16.18,0.98,NaN,NaN,0.66,0.060108,17.86,0.71,0.062436,15.76,0.51,0.043004,16.12,0.51,0.085858,18.44
17,267.39,1.14,0.046969,20.66,0.97,0.051765,17.58,1.19,0.065887,23.96,1.02,0.063473,21.56,0.8,0.063523,17.92,0.49,0.046918,20.78,0.86,0.090924,23.08
17,267.39,1.14,0.046969,20.66,0.97,0.051765,17.58,1.19,0.065887,23.96,1.02,0.063473,21.56,0.8,0.063523,17.92,0.49,0.046918,20.78,0.86,0.090924,23.08
17,267.43,1.22,0.053171,28.98,0.99,0.054775,21.46,1.26,0.071417,30.96,1.08,0.069172,27.82,0.82,0.067458,22.48,0.67,0.05277,27.96,0.63,0.096974,28.52
17,267.43,1.22,0.053171,28.98,0.99,0.054775,21.46,1.26,0.071417,30.96,1.08,0.069172,27.82,0.82,0.067458,22.48,0.67,0.05277,27.96,0.63,0.096974,28.52
17,267.47,1.21,0.059065,36.08,1.04,0.05976,27.56,1.42,0.074479,35.66,1.14,0.075254,34.2,0.85,NaN,NaN,0.58,0.057123,33.74,0.52,0.10227,33.44
17,267.47,1.21,0.059065,36.08,1.04,0.05976,27.56,1.42,0.074479,35.66,1.14,0.075254,34.2,0.85,NaN,NaN,0.58,0.057123,33.74,0.52,0.10227,33.44
17,267.51,1.34,0.061892,39.38,1.13,0.065444,33.66,1.32,0.07998,41.58,1.21,0.078922,38.32,0.9,0.074818,31.56,0.69,0.060108,38.22,0.7,0.10591,36.86
17,267.51,1.34,0.061892,39.38,1.13,0.065444,33.66,1.32,0.07998,41.58,1.21,0.078922,38.32,0.9,0.074818,31.56,0.69,0.060108,38.22,0.7,0.10591,36.86
17,267.55,1.84,0.063523,NaN,1.16,0.068585,36.58,1.39,0.08338,45.54,1.01,0.081706,41.88,0.91,0.080124,NaN,0.67,0.061149,40.1,0.61,0.1076,38.94
17,267.55,1.84,0.063523,NaN,1.16,0.068585,36.58,1.39,0.08338,45.54,1.01,0.081706,41.88,0.91,0.080124,NaN,0.67,0.061149,40.1,0.61,0.1076,38.94
17,267.6,1.54,0.062535,NaN,1.24,0.07093,NaN,1.41,0.082041,44.88,1,0.081946,NaN,0.97,0.082998,NaN,0.58,0.061248,40.68,0.44,0.10847,39.7
17,267.6,1.54,0.062535,NaN,1.24,0.07093,NaN,1.41,0.082041,44.88,1,0.081946,NaN,0.97,0.082998,NaN,0.58,0.061248,40.68,0.44,0.10847,39.7
17,267.64,1.53,0.059313,39.12,1.28,0.069856,NaN,1.41,0.078633,41.32,0.86,0.081754,NaN,0.96,0.083332,NaN,0.58,0.059959,40.08,0.48,0.10724,39.24
17,267.64,1.53,0.059313,39.12,1.28,0.069856,NaN,1.41,0.078633,41.32,0.86,0.081754,NaN,0.96,0.083332,NaN,0.58,0.059959,40.08,0.48,0.10724,39.24
17,267.68,1.48,0.056075,35.36,1.31,0.066968,35.6,1.42,0.07414,36.04,0.75,0.079451,41.2,0.98,0.079259,NaN,0.67,0.057073,36.82,0.42,NaN,NaN
17,267.68,1.48,0.056075,35.36,1.31,0.066968,35.6,1.42,0.07414,36.04,0.75,0.079451,41.2,0.98,0.079259,NaN,0.67,0.057073,36.82,0.42,NaN,NaN
17,267.72,1.42,0.053522,31.92,1.28,0.063523,31.86,1.32,0.07093,31.74,0.82,0.075544,37.06,0.92,0.074624,31.82,0.6,0.054274,33.48,0.33,0.10171,35.28
17,267.72,1.42,0.053522,31.92,1.28,0.063523,31.86,1.32,0.07093,31.74,0.82,0.075544,37.06,0.92,0.074624,31.82,0.6,0.054274,33.48,0.33,0.10171,35.28
17,267.76,1.35,0.050758,28.46,1.21,0.059959,28.22,1.26,0.068536,28.42,0.62,0.071369,31.92,0.91,0.07171,27.98,0.53,0.050859,29.04,0.2,0.097114,31.18
17,267.76,1.35,0.050758,28.46,1.21,0.059959,28.22,1.26,0.068536,28.42,0.62,0.071369,31.92,0.91,0.07171,27.98,0.53,0.050859,29.04,0.2,0.097114,31.18
17,267.8,1.3,0.048285,25.04,1.21,0.057372,25.3,1.14,0.065936,25.3,0.55,0.067752,28.12,0.86,0.069221,24.9,0.46,0.048538,25.6,0.2,0.093417,27.68
17,267.8,1.3,0.048285,25.04,1.21,0.057372,25.3,1.14,0.065936,25.3,0.55,0.067752,28.12,0.86,0.069221,24.9,0.46,0.048538,25.6,0.2,0.093417,27.68
17,267.85,1.22,0.046715,22.84,1.13,0.055625,23.3,1.04,0.06441,23.46,0.53,0.065346,25.56,0.8,0.066869,22.72,0.45,0.046766,23.26,0.23,NaN,NaN
17,267.85,1.22,0.046715,22.84,1.13,0.055625,23.3,1.04,0.06441,23.46,0.53,0.065346,25.56,0.8,0.066869,22.72,0.45,0.046766,23.26,0.23,NaN,NaN
17,267.89,1.15,0.045599,21.3,1.11,0.054525,21.76,1.03,0.062979,21.9,0.58,0.063967,23.86,0.81,0.065051,21.24,0.37,0.045396,21.58,0.15,NaN,NaN
17,267.89,1.15,0.045599,21.3,1.11,0.054525,21.76,1.03,0.062979,21.9,0.58,0.063967,23.86,0.81,0.065051,21.24,0.37,0.045396,21.58,0.15,NaN,NaN
17,267.93,1.11,0.044989,19.98,1.06,0.053271,20.58,0.92,0.061743,20.7,0.5,0.062732,22.42,0.75,0.064213,20.08,0.4,0.044684,20.14,NaN,NaN,NaN
17,267.93,1.11,0.044989,19.98,1.06,0.053271,20.58,0.92,0.061743,20.7,0.5,0.062732,22.42,0.75,0.064213,20.08,0.4,0.044684,20.14,NaN,NaN,NaN
17,267.97,1.02,0.043921,18.74,1.03,0.052468,19.48,0.9,NaN,NaN,0.41,0.061397,21.24,0.78,0.063276,18.98,0.34,0.043615,18.86,0.16,NaN,NaN
17,267.97,1.02,0.043921,18.74,1.03,0.052468,19.48,0.9,NaN,NaN,0.41,0.061397,21.24,0.78,0.063276,18.98,0.34,0.043615,18.86,0.16,NaN,NaN
17,268.01,0.96,0.043055,17.72,1.05,0.051915,18.46,0.89,NaN,NaN,0.4,0.061199,20.2,0.76,0.062831,18.04,0.28,0.042851,17.8,0.16,0.085001,19.5
17,268.01,0.96,0.043055,17.72,1.05,0.051915,18.46,0.89,NaN,NaN,0.4,0.061199,20.2,0.76,0.062831,18.04,0.28,0.042851,17.8,0.16,0.085001,19.5
17,268.05,1.02,0.042749,16.98,0.96,0.05111,17.74,0.83,0.059015,17.8,0.4,0.060008,19.26,0.78,0.062436,17.26,0.37,0.042392,16.96,0.16,0.084382,18.66
17,268.05,1.02,0.042749,16.98,0.96,0.05111,17.74,0.83,0.059015,17.8,0.4,0.060008,19.26,0.78,0.062436,17.26,0.37,0.042392,16.96,0.16,0.084382,18.66
17,268.1,0.92,0.042341,16.18,1.01,0.050254,17.02,0.8,NaN,NaN,0.46,0.05976,18.5,0.73,0.062238,16.6,0.31,0.041881,16.18,NaN,NaN,NaN
17,268.1,0.92,0.042341,16.18,1.01,0.050254,17.02,0.8,NaN,NaN,0.46,0.05976,18.5,0.73,0.062238,16.6,0.31,0.041881,16.18,NaN,NaN,NaN
17,268.14,0.89,0.041677,15.6,0.98,0.050103,16.4,0.81,0.05802,16.4,0.36,0.058866,17.8,0.66,0.061496,15.9,0.32,0.041166,15.48,0.17,NaN,NaN
17,268.14,0.89,0.041677,15.6,0.98,0.050103,16.4,0.81,0.05802,16.4,0.36,0.058866,17.8,0.66,0.061496,15.9,0.32,0.041166,15.48,0.17,NaN,NaN
17,268.18,0.84,0.041575,14.96,0.9,0.050002,15.78,0.79,NaN,NaN,0.41,0.058816,17.2,0.64,0.061248,15.4,0.21,0.041063,14.88,0.15,0.082711,16.7
17,268.18,0.84,0.041575,14.96,0.9,0.050002,15.78,0.79,NaN,NaN,0.41,0.058816,17.2,0.64,0.061248,15.4,0.21,0.041063,14.88,0.15,0.082711,16.7
17,268.22,0.84,0.04137,14.24,0.91,0.049548,15.2,0.85,0.056774,15.2,0.41,0.05792,16.52,0.61,0.061099,14.76,0.28,0.040757,14.18,0.17,0.082041,16.14
17,268.22,0.84,0.04137,14.24,0.91,0.049548,15.2,0.85,0.056774,15.2,0.41,0.05792,16.52,0.61,0.061099,14.76,0.28,0.040757,14.18,0.17,0.082041,16.14
17,268.26,0.87,0.040859,13.8,0.89,0.049043,14.64,0.8,NaN,NaN,0.36,0.057522,16,0.65,0.060604,14.2,0.28,0.040091,13.6,0.22,NaN,NaN
17,268.26,0.87,0.040859,13.8,0.89,0.049043,14.64,0.8,NaN,NaN,0.36,0.057522,16,0.65,0.060604,14.2,0.28,0.040091,13.6,0.22,NaN,NaN
17,268.3,0.88,0.041268,14.04,0.94,0.049093,14.52,0.91,NaN,NaN,0.47,0.057522,15.9,0.61,0.060306,14,0.39,0.04004,13.52,0.35,0.08161,15.5
17,268.3,0.88,0.041268,14.04,0.94,0.049093,14.52,0.91,NaN,NaN,0.47,0.057522,15.9,0.61,0.060306,14,0.39,0.04004,13.52,0.35,0.08161,15.5
17,268.35,0.96,0.042698,16.5,0.89,0.049699,15.32,0.91,NaN,NaN,0.62,0.058766,17.1,0.73,0.061199,14.74,0.45,0.041472,15.06,0.52,0.083857,17.48
17,268.35,0.96,0.042698,16.5,0.89,0.049699,15.32,0.91,NaN,NaN,0.62,0.058766,17.1,0.73,0.061199,14.74,0.45,0.041472,15.06,0.52,0.083857,17.48
17,268.39,1.02,0.045548,19.94,0.89,0.050254,16.9,1.06,0.064854,23.9,0.99,0.061793,20.96,0.85,0.062436,16.92,0.54,0.045142,19.62,0.8,0.088893,22.2
17,268.39,1.02,0.045548,19.94,0.89,0.050254,16.9,1.06,0.064854,23.9,0.99,0.061793,20.96,0.85,0.062436,16.92,0.54,0.045142,19.62,0.8,0.088893,22.2
17,268.43,1.22,0.051815,28.54,0.96,0.053673,20.88,1.25,0.070345,30.86,1.05,0.068193,27.94,0.84,0.065936,21.56,0.6,0.050708,26.56,0.85,0.094871,27.54
17,268.43,1.22,0.051815,28.54,0.96,0.053673,20.88,1.25,0.070345,30.86,1.05,0.068193,27.94,0.84,0.065936,21.56,0.6,0.050708,26.56,0.85,0.094871,27.54
17,268.47,1.2,0.057771,36.4,1.09,0.05981,28.26,1.55,0.073849,36.58,1.06,0.073946,34.06,0.83,0.070832,26.8,0.61,0.055725,32.84,0.59,NaN,NaN
17,268.47,1.2,0.057771,36.4,1.09,0.05981,28.26,1.55,0.073849,36.58,1.06,0.073946,34.06,0.83,0.070832,26.8,0.61,0.055725,32.84,0.59,NaN,NaN
17,268.51,1.68,0.060356,39.08,1.03,0.065444,34.68,1.3,0.078922,42.06,1.07,0.077477,38.14,0.91,0.0738,31,0.58,0.059164,37.8,0.71,0.10425,36.22
17,268.55,1.34,0.06204,NaN,1.09,0.068144,37.04,1.39,0.082328,45.68,1.1,0.080076,41.48,0.85,0.079211,NaN,0.66,0.060157,40.28,0.55,0.10586,38.14
17,268.6,1.46,0.061149,NaN,1.26,0.069661,NaN,1.36,0.081035,45.08,0.95,0.080556,NaN,0.93,0.081802,NaN,0.62,0.060405,40.88,0.43,0.10719,39.38
17,268.64,1.43,0.05792,38.58,1.45,0.069025,NaN,1.42,0.077622,41.2,0.85,0.080316,NaN,0.92,0.082472,NaN,0.61,0.059562,40.4,0.33,0.10577,38.58
17,268.68,1.39,0.054875,35.1,1.23,0.066231,35.52,1.33,0.073363,35.84,0.73,0.078344,41.3,0.94,0.078537,NaN,0.73,0.056724,37.22,0.27,0.10301,37.02
17,268.72,1.41,0.052116,31.6,1.23,0.062782,31.82,1.09,0.06971,31.38,0.74,0.075302,37.4,0.81,0.074043,32.16,0.56,0.053522,33.54,0.23,0.10069,34.74
17,268.76,1.38,0.049699,28.2,1.23,0.05981,28.32,1.07,0.06736,28.14,0.58,0.070735,32.36,0.88,0.071125,28.58,0.52,0.050304,29.24,0.17,0.096554,31.06
17,268.8,1.16,0.047475,24.7,1.17,0.057123,25.4,0.99,0.065297,25.12,0.57,0.067311,28.5,0.8,0.068144,25.1,0.41,0.04783,25.8,0.17,0.09276,27.58
17,268.85,1.11,0.045904,22.46,1.15,0.055375,23.26,0.96,0.063226,22.9,0.52,0.065198,25.86,0.87,0.066428,23.14,0.38,0.046259,23.4,0.17,0.089933,25.04
17,268.89,1.06,0.044938,20.88,1.05,0.053723,21.78,0.91,0.061595,21.52,0.5,0.063769,24.08,0.77,0.064804,21.58,0.37,0.044989,21.68,0.15,0.088089,23.18
17,268.93,1,0.043921,19.68,1.03,0.05282,20.6,0.93,0.060852,20.38,0.51,0.062436,22.62,0.8,0.063967,20.4,0.36,0.043972,20.3,0.21,0.086808,21.8
17,268.97,1.01,0.043412,18.72,1.01,0.051865,19.62,0.87,0.059512,19.4,0.44,0.061248,21.48,0.7,0.063078,19.36,0.37,0.043259,19.12,0.24,NaN,NaN
17,269.01,1.01,0.042647,17.72,1.01,0.051463,18.7,0.91,NaN,NaN,0.45,0.060257,20.48,0.7,0.062535,18.48,0.31,0.042392,18.1,0.22,0.084525,19.72
17,269.05,0.96,0.042188,16.96,0.97,0.050607,17.94,0.77,0.05802,17.8,0.41,0.059959,19.58,0.75,0.062189,17.74,0.22,0.041983,17.22,NaN,0.084,18.86
17,269.1,0.88,0.041626,16.08,0.93,0.050052,17.04,0.77,0.057771,16.9,0.38,0.058816,18.62,0.66,0.061694,16.86,0.24,0.041166,16.32,0.22,0.083046,18.1
17,269.14,0.87,0.04137,15.6,0.9,0.04975,16.48,0.77,0.057023,16.4,0.49,0.058766,18,0.69,0.061199,16.18,0.28,0.041063,15.7,0.22,0.082615,17.48
17,269.18,0.83,0.041319,15.14,0.88,0.049447,15.96,0.89,0.056774,16.1,0.43,0.058468,17.58,0.71,0.061199,15.62,0.19,0.040808,15.18,0.17,0.082376,17.02
17,269.22,0.83,0.041012,14.56,0.86,0.049194,15.42,0.73,NaN,NaN,0.36,0.057721,16.96,0.71,0.060604,15.1,0.25,0.040296,14.48,0.17,0.081802,16.52
17,269.26,0.78,0.040654,14.24,0.83,0.048841,15,0.74,NaN,NaN,0.39,0.057522,16.56,0.62,0.060058,14.62,0.3,0.039886,14.08,0.17,NaN,NaN
17,269.3,0.86,0.040961,14.58,0.91,0.04874,14.86,0.93,NaN,NaN,0.41,0.057522,16.46,0.64,0.060008,14.5,0.32,0.039886,13.98,0.4,0.081515,16
17,269.35,0.94,0.042647,17.06,0.93,0.049396,15.74,0.91,NaN,NaN,0.66,0.058667,17.76,0.74,0.06105,15.26,0.36,0.041115,15.4,0.53,0.083666,18
17,269.39,1.04,0.045345,20.32,0.87,0.050556,17.44,1.05,0.063967,23.46,0.93,0.061397,21.36,0.79,0.062287,17.6,0.52,0.04504,20.02,0.63,0.088278,22.28
17,269.43,1.14,0.051161,28.46,0.93,0.053623,21.1,1.3,0.068634,29.74,1.05,0.067556,28.16,0.77,0.066477,22.66,0.59,0.050103,26.28,0.66,NaN,NaN
17,269.47,1.15,0.056275,35.26,0.96,0.058368,26.78,1.29,0.071661,34.18,1.07,0.072877,33.94,0.8,0.071369,27.68,0.6,0.054775,32.6,0.46,0.097766,31.08
17,269.51,1.2,0.059661,NaN,1.1,0.064115,33.48,1.27,0.076753,39.9,1.06,0.077139,38.56,0.81,0.074721,32.7,0.65,0.058418,37.4,0.47,0.10157,34.7
17,269.55,1.33,0.061941,NaN,1.08,0.067017,NaN,1.24,0.080748,NaN,1.02,0.079355,NaN,0.82,0.078681,NaN,0.62,0.060008,NaN,0.58,0.10457,37.6
17,269.6,1.51,0.06105,NaN,1.12,0.068879,NaN,1.3,0.081275,NaN,0.89,0.080124,NaN,0.91,0.080939,NaN,0.63,0.060008,NaN,0.3,NaN,NaN
17,269.64,1.52,0.057721,NaN,1.99,0.068781,NaN,1.38,0.077477,40.96,0.75,0.079066,NaN,0.93,0.081227,NaN,0.61,0.058766,NaN,0.24,0.10439,38.26
17,269.68,1.44,0.054224,34.76,1.19,0.065739,NaN,1.35,0.072294,35.2,0.61,0.077187,NaN,0.93,0.077525,NaN,0.57,0.055925,36.94,0.21,0.10264,36.48
17,269.72,1.36,0.051714,31.1,1.21,0.062189,31.34,1.07,0.06927,31.1,0.68,0.073363,36.34,0.94,0.073169,31.56,0.51,0.05277,32.74,0.15,0.099441,34.08
17,269.76,1.25,0.049194,27.5,1.19,0.059065,27.92,1.04,0.066477,27.54,0.5,0.069172,31.4,0.86,0.070393,28,0.44,0.049851,28.58,0.1,NaN,NaN
17,269.8,1.16,0.046715,24.48,1.16,0.056424,25.12,0.92,0.064262,24.58,0.5,0.066428,27.98,0.85,0.068536,25.1,0.36,0.047425,25.36,NaN,NaN,NaN
17,269.85,1.11,0.045447,22.26,1.02,0.054725,23.14,0.89,NaN,NaN,0.49,0.064164,25.64,0.85,0.066182,23.02,0.42,0.04565,23.08,NaN,0.08913,24.7
17,269.89,1.09,0.044176,20.72,1.08,0.053271,21.62,0.95,0.061,21.1,0.49,0.062732,23.86,0.78,0.06441,21.46,0.37,0.044532,21.48,0.14,0.087188,22.8
17,269.93,1.02,0.043819,19.44,1.03,0.052267,20.46,0.85,NaN,NaN,0.41,0.061496,22.48,0.82,0.063424,20.4,0.33,0.043666,20.16,NaN,NaN,NaN
17,269.97,0.96,0.0428,18.56,0.98,0.051714,19.56,0.8,NaN,NaN,0.41,0.060951,21.42,0.71,0.06293,19.44,0.37,0.042596,19.12,0.11,NaN,NaN
17,270.01,0.94,0.042647,17.84,0.96,0.051412,18.72,0.79,0.058518,18.4,0.48,0.060008,20.54,0.71,0.062238,18.66,0.35,0.042392,18.26,0.15,0.084048,19.54
17,270.05,0.94,0.042239,17.4,0.94,0.050355,18.14,0.82,0.05802,17.86,0.5,0.05981,19.96,0.72,0.06209,18.06,0.32,0.042137,17.62,0.13,0.08338,18.86
17,270.1,0.9,0.041779,16.88,0.91,0.050556,17.72,0.87,0.057671,17.42,0.5,0.058965,19.4,0.72,0.061991,17.6,0.21,0.041728,17.14,0.15,NaN,NaN
17,270.14,0.86,0.042545,17.4,0.92,0.050607,17.98,0.85,NaN,NaN,0.44,0.058965,19.4,0.74,0.061892,17.8,0.31,0.04229,17.4,0.22,0.083093,18.5
17,270.18,0.89,0.042647,17.48,0.87,0.050556,17.92,0.88,0.05802,17.9,0.53,0.058866,19.28,0.72,0.061892,17.68,0.37,0.042239,17.38,0.13,0.083189,18.48
17,270.22,0.85,0.041983,16.78,0.9,0.050002,17.2,0.94,NaN,NaN,0.44,0.058766,18.8,0.7,0.061644,17.16,0.36,0.041472,16.7,0.14,0.083093,18.2
17,270.26,0.9,0.042392,16.9,0.89,0.050304,17.24,0.82,0.05802,17.4,0.43,0.058766,18.7,0.65,0.061446,17.08,0.3,0.041575,16.7,0.2,NaN,NaN
17,270.3,0.88,0.042596,17,0.89,0.050103,17.16,0.83,NaN,NaN,0.49,0.058766,18.6,0.83,0.061446,17,0.38,0.041677,16.7,0.34,0.083141,18.08
17,270.35,0.98,0.045142,20.56,0.9,0.051714,19.2,0.95,NaN,NaN,0.75,0.060257,20.68,0.74,0.062535,18.7,0.46,0.043819,19.14,0.53,NaN,NaN
17,270.39,1.02,0.047323,23.58,0.89,0.053823,21.4,1.11,0.065444,25.7,0.9,0.063917,24.34,0.75,NaN,NaN,0.41,0.047526,23.6,0.64,0.089886,24.1
17,270.43,1.13,0.05277,31.06,0.92,0.056175,24.52,1.14,0.06927,30.86,1.08,0.068879,30.1,0.82,0.069808,26.16,0.63,0.051714,29.14,0.56,0.094636,28.52
17,270.47,1.2,0.058219,37.4,1.02,0.061298,30.2,1.31,0.072488,35.76,1.12,0.07414,36.08,0.82,NaN,NaN,0.55,0.056474,35.08,0.56,0.099673,33.04
17,270.51,1.44,0.060356,NaN,1.03,0.065149,34.66,1.22,0.07738,41.12,1.02,0.076898,39.36,0.85,0.07506,33.24,0.56,0.058717,38.84,0.53,0.1037,36.92
17,270.55,1.48,0.061644,NaN,1.13,0.067899,NaN,1.25,0.080939,NaN,0.97,0.079114,NaN,0.83,0.078489,NaN,0.58,0.060207,NaN,NaN,0.10581,39.12
17,270.6,1.51,0.059263,NaN,1.15,0.068389,NaN,1.29,0.078633,42.88,0.91,0.078055,NaN,0.95,0.079114,NaN,0.63,0.058518,NaN,0.39,0.10425,38.4
17,270.64,1.68,0.057721,NaN,1.2,0.068977,NaN,1.45,0.077959,42,0.74,0.078248,NaN,0.94,0.081035,NaN,0.56,0.059462,NaN,0.29,0.10425,38.4
17,270.68,1.5,0.054775,35.32,1.21,0.066034,NaN,1.29,0.073023,36.28,0.72,0.076801,NaN,0.98,0.077236,NaN,0.56,0.056275,37.9,0.18,NaN,NaN
17,270.72,1.38,0.051614,31.08,1.16,0.062238,31.66,1.13,0.069612,31.72,0.6,0.072829,35.7,0.95,0.073072,32.04,0.54,0.052719,33.16,0.16,0.098511,33.92
17,270.76,1.27,0.049245,27.8,1.14,0.059263,28.38,0.97,0.067164,28.2,0.61,0.068977,31.34,0.85,0.070296,28.48,0.39,0.050052,29.3,NaN,0.09473,30.5
17,270.8,1.16,0.046969,24.92,1.1,0.056774,25.64,1.01,0.064706,25,0.57,0.066428,28.22,0.84,0.068634,25.56,0.46,0.047627,26.1,NaN,NaN,NaN
17,270.85,1.09,0.045802,22.94,1.08,0.054875,23.76,0.95,0.062979,23.4,0.48,0.064164,25.92,1.06,0.06628,23.6,0.41,0.046208,23.92,0.11,0.088988,25.1
17,270.89,1.03,0.045193,21.6,1.04,0.054324,22.34,1,0.061743,22.1,0.45,0.062782,24.28,0.75,0.064558,22.06,0.35,0.044938,22.24,NaN,0.08714,23.34
17,270.93,1.01,0.044176,20.36,1.01,0.053021,21.16,0.93,NaN,NaN,0.52,0.061545,22.92,0.86,0.063473,20.8,0.41,0.043666,20.88,NaN,0.085953,22.02
17,270.97,0.95,0.043463,19.1,0.97,0.052016,20,0.81,0.059512,19.8,0.38,0.060901,21.8,0.71,0.062979,19.88,0.26,0.042953,19.66,NaN,NaN,NaN
17,271.01,0.89,0.042749,18.14,0.96,0.051362,19.06,0.8,NaN,NaN,0.42,0.060008,20.74,0.66,0.062238,18.86,0.29,0.042392,18.48,NaN,0.084,19.92
17,271.05,0.87,0.042341,17.36,0.91,0.050456,18.24,0.76,NaN,NaN,0.37,0.059263,19.9,0.65,0.061941,18.06,0.24,0.041677,17.62,NaN,0.083046,19.14
17,271.1,0.85,0.041728,16.72,0.91,0.050304,17.66,0.75,NaN,NaN,0.41,0.058766,19.12,0.62,0.061397,17.38,0.3,0.041217,16.94,NaN,0.082854,18.44
17,271.14,0.86,0.041421,16.22,0.9,0.0498,17.12,0.74,0.057273,17,0.38,0.058617,18.56,0.63,0.061199,16.86,0.3,0.041115,16.34,NaN,NaN,NaN
17,271.18,0.85,0.04137,15.74,0.87,0.049649,16.66,0.73,NaN,NaN,0.47,0.057821,18,0.63,0.061149,16.38,0.38,0.040705,15.8,0.15,0.081898,17.44
17,271.22,0.85,0.04137,15.6,0.88,0.049295,16.3,0.72,NaN,NaN,0.39,0.057621,17.7,0.64,0.060901,16,0.33,0.040398,15.5,0.12,0.081563,17.1
17,271.26,0.85,0.04137,15.6,0.78,0.049649,16.08,0.74,0.056774,16.4,0.37,0.057522,17.56,0.6,0.060901,15.8,0.21,0.040603,15.3,0.18,0.081563,17
17,271.3,0.88,0.041626,16.14,0.82,0.049497,16.24,0.81,NaN,NaN,0.4,0.057621,17.66,0.71,0.060901,15.92,0.33,0.040808,15.5,0.33,0.08185,17.16
17,271.35,0.92,0.043972,18.56,0.91,0.050355,17.28,0.94,0.059263,19.2,0.67,0.058816,19.04,0.67,0.061298,16.9,0.45,0.042137,17,0.44,0.084,19.08
17,271.39,1.06,0.046411,21.58,0.85,0.051714,19.06,1.05,0.064706,24.7,0.92,0.062287,22.58,0.75,0.062782,19.2,0.5,0.045599,21.24,0.6,0.088373,23.16
17,271.43,1.16,0.051714,28.78,0.86,0.054775,22.74,1.1,0.068242,29.42,1.06,0.067752,28.96,0.8,0.068046,24.34,0.54,0.050254,27,0.55,NaN,NaN
17,271.47,1.19,0.059711,37.98,0.97,0.059959,28.58,1.29,0.07132,33.86,1.11,0.073703,35.44,0.83,0.071807,29.78,0.61,0.055775,33.8,0.42,0.097813,31.66
17,271.51,1.23,0.061099,NaN,1.03,0.065592,34.64,1.23,0.076415,39.36,1.14,0.078152,40.18,0.84,NaN,NaN,0.58,0.059263,38.72,0.39,0.10199,35.52
17,271.55,1.26,0.061892,NaN,1.11,0.067997,NaN,1.19,0.079163,42.38,1.04,0.078922,NaN,0.87,0.077429,35.82,0.69,0.05986,NaN,0.44,0.10425,37.74
17,271.6,1.4,0.060554,NaN,1.16,0.069319,NaN,1.38,0.078344,42.4,0.92,0.079499,NaN,0.89,0.080172,NaN,0.6,0.059661,NaN,0.4,0.10443,38.32
17,271.64,1.34,0.056574,36.64,1.13,0.067752,NaN,1.3,0.076415,39.58,0.66,0.07767,NaN,0.82,0.079259,NaN,0.54,0.05802,38.94,0.23,0.10287,37.26
17,271.68,1.35,0.054424,33.44,1.21,0.064262,33.02,1.24,0.071612,34.12,0.72,0.07414,36.86,0.9,0.075931,34.06,0.69,0.054775,35.02,0.21,NaN,NaN
17,271.72,1.23,0.05277,31.46,1.19,0.06293,31.94,1.18,0.070296,32.02,0.62,0.072877,35.54,0.82,0.073703,32.54,0.56,0.053372,33.58,0.13,0.097626,32.94
17,271.76,1.15,0.050556,28.24,1.08,0.05976,28.7,0.98,0.067409,28.3,0.57,0.069905,31.8,0.81,0.071515,29.3,0.39,0.050708,29.92,0.12,0.094543,30
17,271.8,1.07,0.048083,25.2,1.09,0.057721,25.76,0.94,0.065444,25.5,0.56,0.066722,28.72,0.75,0.069319,26.28,0.48,0.04879,26.78,0.11,NaN,NaN
